,Unnamed: 0,평점,날짜,제목,내용
1451,1451,5,21.05.22.,배송도 빠른편이고 예뻐요,배송도 빠른편이고 예뻐요
1452,1452,4,21.05.26.,선물 드렸는데 좋아하시요,선물 드렸는데 좋아하시요
1453,1453,3,21.05.30.,성능도 괜찮고 맘에듭니다,성능도 괜찮고 맘에듭니다
1454,1454,5,21.05.30.,신랑 사줬어요 좋아하네요,신랑 사줬어요 좋아하네요
1455,1455,4,21.05.28.,꼼꼼한 포장이 좋았네요,꼼꼼한 포장이 좋았네요
1456,1456,5,21.01.31.,빠른배송탁월한 선택 ㅋ,빠른배송탁월한 선택 ㅋ
1457,1457,5,21.05.22.,디자인이 예쁘고 좋아요,디자인이 예쁘고 좋아요
1458,1458,5,21.05.20.,음질좋고 착용감 좋아요,음질좋고 착용감 좋아요
1459,1459,5,21.05.30.,아주좋아요강추합니다,아주좋아요강추합니다
1460,1460,5,21.05.31.,착용감이 너무 좋아요,착용감이 너무 좋아요
1461,1461,5,21.05.22.,잘애용중임굿굿 짱임,잘애용중임굿굿 짱임
1462,1462,5,21.06.01.,너무좋아요 잘되네요,너무좋아요 잘되네요
1463,1463,5,21.05.21.,완젼 만족 이뿌네용,완젼 만족 이뿌네용
1464,1464,3,21.05.15.,통화할때는 지장이 없는데 노래들을때는 수신이 좀 별로내여 폰이 이상한가해서 보스꺼연결하니 그건이상없고작은곳애 많은 성능을 때려넣으니 불안정한 모습이 간혹보립니다 그래도 성능은 나쁘,통화할때는 지장이 없는데 노래들을때는 수신이 좀 별로내여 폰이 이상한가해서 보스꺼연결하니 그건이상없고작은곳애 많은 성능을 때려넣으니 불안정한 모습이 간혹보립니다 그래도 성능은 나쁘지 앙ㅎ습니다
1465,1465,5,21.05.25.,역시 삼성전자 쵝오,역시 삼성전자 쵝오
1466,1466,5,21.05.22.,밖에서 쓰기 편해요,밖에서 쓰기 편해요
1467,1467,5,21.01.07.,배송 정말 빠르네요 색상 고민을 많이 했는데 핸드폰 색이랑 같은걸로 선택했어요 남편은 블랙저는 화이트로 했는데 둘다 나름 예쁘네요 심플하고 사이즈가 딱 좋아요,배송 정말 빠르네요색상 고민을 많이 했는데핸드폰 색이랑 같은걸로 선택했어요남편은 블랙저는 화이트로 했는데둘다 나름 예쁘네요심플하고 사이즈
1468,1468,5,21.05.14.,아이가 너무 좋아해요 음향도 너무 좋아요,아이가 너무 좋아해요 음향도 너무 좋아요
1469,1469,5,21.01.07.,남자친구 선물,삼성폰을 쓰는 남자친구와 아빠를 위해 구매했습니다 가성비 좋은것같네요 하지만 아빠는 좀 불편해하십니다 ㅠ ㅠ버즈 착용법은 유투브에 잘 나와있으니 알려드렸어요 잘 사용하시길
1470,1470,4,21.05.12.,아내는 기계치라 잘못다루니 힘들어하는데 내가 자주 쓰는데요 착용상태에서 다른사람 소리듣기가 쉽지 않은때가 있어요  쓰다가 케이스에 넣으면 자체 충전은 좋네요,아내는 기계치라 잘못다루니 힘들어하는데 내가 자주 쓰는데요 착용상태에서 다른사람 소리듣기가 쉽지 않은때가 있어요  쓰다가 케이스에 넣으면 자체 충전은 좋네요
1471,1471,4,21.04.19.,우선 음질은 저음에서 강하고 고음에는 약한 이어폰인것 같아요 그리고 오픈형 이어폰이기 때문에 도로에서 음악을 들을 때 차소리가 잘 들려요 마지막으로 케이스 지문 잘 묻으니,우선 음질은 저음에서 강하고 고음에는 약한 이어폰인것 같아요 그리고 오픈형 이어폰이기 때문에 도로에서 음악을 들을 때 차소리가 잘 들려요 마지막으로 케이스 지문 잘 묻으니 보호케이스 하나 사시는거 추천드립니다
1472,1472,5,21.05.11.,배송이 ㅜ ㅠ좀 느렸어요 연휴가 끼어서그래도 만족합니다같이산 케이스도 만족추가옵션넣으면 선물하기가 안되는게 아쉬웠어요ㅜㅠ포인트천점정도 차이났는데케이스살려고ㅠ포기하고 그,배송이 ㅜ ㅠ좀 느렸어요 연휴가 끼어서그래도 만족합니다같이산 케이스도 만족추가옵션넣으면 선물하기가 안되는게 아쉬웠어요ㅜㅠ포인트천점정도 차이났는데케이스살려고ㅠ포기하고 그냥 구매하기함
1473,1473,5,21.05.10.,매우 좋은 가격에 잘 샀네요 만족합니,매우 좋은 가격에 잘 샀네요 만족합니다 배송도 빨랐네요
1474,1474,5,21.05.07.,진짜 너무 이쁘고 만족해요 검은색 추천합니다 굳굳굳,진짜 너무 이쁘고 만족해요 검은색 추천합니다 굳굳굳
1475,1475,5,21.05.21.,조아요 맘에듭니당 잘쓰고있습니다 감사합니다,조아요 맘에듭니당 잘쓰고있습니다 감사합니다
1476,1476,5,20.12.30.,진짜 좋아요음질 디자인 색상 가격 배송 뭐든 훌륭하네요젠더 필요했었는데요 선물로 챙겨주셔서 배리굿입니다번창하세요,진짜 좋아요음질 디자인 색상 가격 배송 뭐든 훌륭하네요젠더 필요했었는데요 선물로 챙겨주셔서 배리굿입니다번창하세요
1477,1477,5,21.04.09.,색상도 너무 이쁘고 이어팁도 딱 맞고 남편꺼 해보니 괜찮아서 주문했어요 색이 너무 이뻐요근데 다른 후기보니 심슨케이스 사은품으로 오는 줄 알았는데 아닌가요ㅠ,색상도 너무 이쁘고 이어팁도 딱 맞고 남편꺼 해보니 괜찮아서 주문했어요 색이 너무 이뻐요근데 다른 후기보니 심슨케이스 사은품으로 오는 줄 알았는데 아닌가요ㅠ
1478,1478,3,20.10.09.,음질 때문에 점수를 후하게 주진 못하겠어요 전화 받는 전용으로 나온 것 같아요 음악감상은 소리가 너무 날아가네요,음질 때문에 점수를 후하게 주진 못하겠어요 전화 받는 전용으로 나온 것 같아요 음악감상은 소리가 너무 날아가네요
1479,1479,5,20.09.04.,색상도 예쁘고 무선이어폰은 처음인데 착용감도 편해요 음질도 나쁘지 않고 무엇보다 유선에서 해방되니 너무 좋아요,색상도 예쁘고 무선이어폰은 처음인데 착용감도 편해요 음질도 나쁘지 않고 무엇보다 유선에서 해방되니 너무 좋아요
1480,1480,5,21.05.30.,음질이 최고네요 귀에서도 안빠지네요 추청,음질이 최고네요 귀에서도 안빠지네요 추청
1481,1481,5,21.05.11.,귀엽고 예뻐요ㅎㅎ 귀모양때문인지 오래사용하면 아파요 ㅠㅠ,귀엽고 예뻐요ㅎㅎ 귀모양때문인지 오래사용하면 아파요 ㅠㅠ
1482,1482,5,21.05.11.,배송도 빠르고 좋아요 사운드도 좋아요,배송도 빠르고 좋아요 사운드도 좋아요 콩나물보다 더 좋은듯해요
1483,1483,5,21.05.02.,귀가 작아서 걱정이었는데 괜찮아요착용하고 음악을 틀었는데 깜짝 놀랐습니다마치 헤드폰을 끼고 듣는 듯한 느낌그런데 귀에는 압박감 답답함도 없구요너무 좋습니다 ㅜㅜ,귀가 작아서 걱정이었는데 괜찮아요착용하고 음악을 틀었는데 깜짝 놀랐습니다마치 헤드폰을 끼고 듣는 듯한 느낌그런데 귀에는 압박감 답답함도 없구요너무 좋습니다 ㅜㅜ
1484,1484,5,21.05.21.,친구 선물 주려고 구입했습니다배송도 빠르고 친구도 좋아합니다음질은 생각보다 좋습니다,친구 선물 주려고 구입했습니다배송도 빠르고 친구도 좋아합니다음질은 생각보다 좋습니다
1485,1485,5,20.08.24.,디자인 정말 맘에 들어요 귀가 작은 사람들에게는 좀 불편할 수도 있을 것 같지만 음질이나 통화음질은 좋은거 같아요 만족합니다,디자인 정말 맘에 들어요 귀가 작은 사람들에게는 좀 불편할 수도 있을 것 같지만 음질이나 통화음질은 좋은거 같아요 만족합니다
1486,1486,4,21.05.17.,오픈형이라 주변 소음이 잘 차단되지않는 단점은 있습니다 액티브노이즈 기능은 없다고 보면됩니다착용감은 장시간 끼면 불편하긴한데 그리 나쁘진않습니다,오픈형이라 주변 소음이 잘 차단되지않는 단점은 있습니다 액티브노이즈 기능은 없다고 보면됩니다착용감은 장시간 끼면 불편하긴한데 그리 나쁘진않습니다
1487,1487,5,21.05.15.,좌측이 안돼어서 서비스 방문했더니 확인하시고 바로 새거로 교환해주섰어요 지금은 아주 만족하며 펀하게 사용히고있어요,좌측이 안돼어서 서비스 방문했더니 확인하시고 바로 새거로 교환해주섰어요 지금은 아주 만족하며 펀하게 사용히고있어요
1488,1488,4,21.05.10.,음질과 착용감이 기대이상입니다 배송이 좀 늦어져서 점 감점했네요 이전에 버즈플러스 사용중이었는데 방출각이네요,음질과 착용감이 기대이상입니다 배송이 좀 늦어져서 점 감점했네요 이전에 버즈플러스 사용중이었는데 방출각이네요
1489,1489,5,21.04.24.,음질은 확실히 저가 블루투스보다는 좋네요 콩알이라 귀에 잘 빠질줄알았는데 생각보단 잘 안빠지네요 가격도 저렴하고요,음질은 확실히 저가 블루투스보다는 좋네요 콩알이라 귀에 잘 빠질줄알았는데 생각보단 잘 안빠지네요 가격도 저렴하고요
1490,1490,5,21.05.26.,제품 사운드는 괜찮지만 끊김 현상이 초반에 심해서 만족도는 떨어지나 쓰다보니 적응됐네요,제품 사운드는 괜찮지만 끊김 현상이 초반에 심해서 만족도는 떨어지나 쓰다보니 적응됐네요
1491,1491,5,21.05.27.,엄마 어버이날 선물로 드렸는데 엄청 좋아하세요근데 터치가 잘 안되네요 ㅜㅜ 원래 그런건가요,엄마 어버이날 선물로 드렸는데 엄청 좋아하세요근데 터치가 잘 안되네요 ㅜㅜ 원래 그런건가요
1492,1492,5,21.05.29.,귀에착용하는 느낌 감이안와요 그리고 마이크 개인데 제귀에는 아래있는 마이크구멍하나가 자꾸 귀속에들어가서가려져요ㅠ 다른건다만족합니다,귀에착용하는 느낌 감이안와요 그리고 마이크 개인데 제귀에는 아래있는 마이크구멍하나가 자꾸 귀속에들어가서가려져요ㅠ 다른건다만족합니다
1493,1493,5,21.05.21.,첨엔 귀에 끼는게 어색했는데 지금은,첨엔 귀에 끼는게 어색했는데 지금은 적응되서 좋아요 절대 빠지지 않고 깨끗하게 잘 들려요
1494,1494,5,21.05.22.,줄 없이 듣는게 넘 편하고 음악 들을 때 진짜 잘 샀다는 생각이 절로 듭니다배송도 빨라요,줄 없이 듣는게 넘 편하고 음악 들을 때 진짜 잘 샀다는 생각이 절로 듭니다배송도 빨라요
1495,1495,5,21.03.26.,브론즈로 구매했는데 품절이라고 연락와,브론즈로 구매했는데 품절이라고 연락와서 화이트로했어요화이트도 예쁘고 무선이랑 정말 편해요같이주신 케이스도 너무 예쁩니다
1496,1496,3,21.05.16.,열흘정도 오래 기다려서 받았는데 왼쪽이 인식이 안되네요 서비스센터 가봐야겠어요ㅠ,열흘정도 오래 기다려서 받았는데 왼쪽이 인식이 안되네요 서비스센터 가봐야겠어요ㅠ
1497,1497,4,21.05.28.,만족합니다 잘 사용하겠습니다,만족합니다잘 사용하겠습니다
1498,1498,5,21.05.20.,한달리뷰지만 개월정도 쓰고 리뷰 달아봅니다 아주 잘 쓰고있고 결함도 아예없고 문제 정말 없습니다 싸고 단단하고 좋아서 가족꺼도 사야겠어요,한달리뷰지만 개월정도 쓰고 리뷰 달아봅니다아주 잘 쓰고있고 결함도 아예없고 문제 정말 없습니다싸고 단단하고 좋아서 가족꺼도 사야겠어요
1499,1499,5,21.05.08.,좋습니다 역시 갤럭시 버즈구요 음질,좋습니다 역시 갤럭시 버즈구요 음질 통화품질 흠잡을데가 없네요 카드행사로 저렴하게 구매해서 더 맘에 듭니다
1500,1500,4,21.02.02.,상품은만족 배송이 일주일 ㅠㅠ,상품은만족 배송이 일주일 ㅠㅠ
1501,1501,5,21.05.14.,배송은 다소 늦었지만 포인트까지 많이 쌓여서 가장 싸게 구매한 것 같습니다,배송은 다소 늦었지만 포인트까지 많이 쌓여서 가장 싸게 구매한 것 같습니다
1502,1502,5,21.05.28.,일할때 위주로 쓸거같아서 오히려 완전차단되는건 별로 안원했는데 딱좋아요,일할때 위주로 쓸거같아서 오히려 완전차단되는건 별로 안원했는데 딱좋아요
1503,1503,5,21.05.11.,어머님께서 원하셔서 선물해드렸는대너무 좋아하시고 잘사용하시네요 ㅎ리뷰가 늦어서 죄송합니다 ㅎ,어머님께서 원하셔서 선물해드렸는대너무 좋아하시고 잘사용하시네요 ㅎ리뷰가 늦어서 죄송합니다 ㅎ
1504,1504,5,21.05.08.,선물용으로 잘 구입했습니다 화이트가,선물용으로 잘 구입했습니다화이트가 없어서 아쉬웠지만 블랙도 이쁘네요
1505,1505,5,21.05.14.,후회없는 선택이었어요좋은 제품 빠른 배송에 다시 한번 더 감사드립니다,후회없는 선택이었어요좋은 제품 빠른 배송에 다시 한번 더 감사드립니다
1506,1506,5,21.05.16.,엄마아빠 어버이날 선물로 사드렸는데만족하세용배송도 빠르게 왔습니당,엄마아빠 어버이날 선물로 사드렸는데만족하세용배송도 빠르게 왔습니당
1507,1507,4,21.05.17.,중아이 선물로 샀는데 좀 크다고 하네요 성인여자 기준 착용감 괜찮아요,중아이 선물로 샀는데 좀 크다고 하네요 성인여자 기준 착용감 괜찮아요
1508,1508,5,21.05.23.,무선 이어폰은 처음 써보는데 라이브를 선택한 건 탁월했습니다 깔끔한 음질에 노이즈 캔슬링도 무리 없이 되네요 좋습니다,무선 이어폰은 처음 써보는데 라이브를 선택한 건 탁월했습니다 깔끔한 음질에 노이즈 캔슬링도 무리 없이 되네요 좋습니다
1509,1509,5,21.04.18.,막귀라 음질 기타등등 평하긴 어렵고착용감 좋고 색 이쁘고 만족합니다,막귀라 음질 기타등등 평하긴 어렵고착용감 좋고 색 이쁘고 만족합니다
1510,1510,5,21.05.10.,엄마에게 선물로 사드렸었는데 너무나 마음에 들어 하셔서 만족합니다,엄마에게 선물로 사드렸었는데 너무나 마음에 들어 하셔서 만족합니다
1511,1511,5,21.02.17.,배송이 빨라요ㅎㅎ,배송이 빨라요ㅎㅎ
1512,1512,5,21.05.09.,예쁘고 설치는 더 쉽고 음질도 좋고 다 좋아여 고장안났으면 좋겠어요,예쁘고 설치는 더 쉽고 음질도 좋고 다 좋아여 고장안났으면 좋겠어요
1513,1513,4,20.09.04.,배송이 빨라서 만족합니다그런데 사용설명서가 없어서조금 아쉽네요,배송이 빨라서 만족합니다그런데 사용설명서가 없어서조금 아쉽네요
1514,1514,5,21.05.14.,아버지 선물로 사드렸는데 귀도 안 아프고 소리도 빵빵하고 좋다네요,아버지 선물로 사드렸는데 귀도 안 아프고 소리도 빵빵하고 좋다네요
1515,1515,5,21.05.27.,좋아요,상품 좋네요ㅎㅎㅎ 구우우웃
1516,1516,5,21.05.10.,디자인 가격 성능 전부 마음에 들어요 고장 안났으면 좋겠습니다,디자인 가격 성능 전부 마음에 들어요 고장 안났으면 좋겠습니다
1517,1517,5,21.05.07.,선물용으로 샀어요 너무 좋아해요 음질도 좋고 편안하다고하네요,선물용으로 샀어요 너무 좋아해요 음질도 좋고 편안하다고하네요
1518,1518,5,21.01.01.,겔럭시버즈라이브 개인적으로 좋아합니다 디자인 성능 맘에드네요,겔럭시버즈라이브 개인적으로 좋아합니다 디자인 성능 맘에드네요
1519,1519,5,21.05.21.,일단 오픈형이여서 귀가 편해서 좋고 그래도 음질이 좋은게 좋네요,일단 오픈형이여서 귀가 편해서 좋고 그래도 음질이 좋은게 좋네요
1520,1520,5,21.04.05.,착용감도 좋고 색도 예뻐요버즈는 처음 사용해봤는데 만족합니다,착용감도 좋고 색도 예뻐요버즈는 처음 사용해봤는데 만족합니다
1521,1521,4,21.05.13.,음악 듣기를 좋아해서 구매했어요사용하기 좋은데 귀가 작아서 그런지 분 지나면 귀가 아프네요,음악 듣기를 좋아해서 구매했어요사용하기 좋은데 귀가 작아서 그런지 분 지나면 귀가 아프네요
1522,1522,5,21.05.19.,외관디자인도 무난하고 다른브랜드에 비해 음향이 더욱 좋네요 ,외관디자인도 무난하고 다른브랜드에 비해 음향이 더욱 좋네요 
1523,1523,5,21.05.16.,당근마켓에서 삿으면 후회할뻔  새상품을 빠르고 저렴하게 구매 ,당근마켓에서 삿으면 후회할뻔  새상품을 빠르고 저렴하게 구매 
1524,1524,5,21.04.08.,검정색 이뿌네요 배송도 완전 빨리왔어요 전에 쓰던 버즈 플러스랑 비교샷입니다 라이브가 새거라서 그런지 더 이뿐것 같아요 고무팁을 어찌 꼽는지 몰라서 한참을 헤매가 꼽았어요,검정색 이뿌네요 배송도 완전 빨리왔어요 전에 쓰던 버즈 플러스랑 비교샷입니다 라이브가 새거라서 그런지 더 이뿐것 같아요 고무팁을 어찌 꼽는지 몰라서 한참을 헤매가 꼽았어요 잘 쓰겠습니다 감사합니다
1525,1525,4,21.05.23.,예전것보다 월등히 좋은건 모르겠다네요 그냥저냥 쓰고있습니다,예전것보다 월등히 좋은건 모르겠다네요 그냥저냥 쓰고있습니다
1526,1526,5,21.05.25.,한달동안 쓰고 좀 별로라 사진에 있는 제품으로 갈아탔어요 ㅎㅎ,한달동안 쓰고 좀 별로라 사진에 있는 제품으로 갈아탔어요 ㅎㅎ
1527,1527,5,21.05.21.,무선이라 움직임에 제약이 없어서 편하고 음질도 만족스러워요,무선이라 움직임에 제약이 없어서 편하고 음질도 만족스러워요
1528,1528,4,21.05.11.,잘도착해서 잘쓰고있습니다음 케이스를 같이못산게 아쉽네요,잘도착해서 잘쓰고있습니다음 케이스를 같이못산게 아쉽네요
1529,1529,5,21.05.12.,어버이날 선물로 드렸는데 너무 좋아하시네요 ㅎㅎ감사합니당,어버이날 선물로 드렸는데 너무 좋아하시네요 ㅎㅎ감사합니당
1530,1530,5,21.05.20.,오픈형이라 장기간 끼고있어도 아프지 않고 걷기운동중에도 잘빠지지 않습니다 만족합니다,오픈형이라 장기간 끼고있어도 아프지 않고걷기운동중에도 잘빠지지 않습니다 만족합니다
1531,1531,5,21.05.11.,어버이날에 선물로 드렸는데 좋아하셨어요 잘 산 것 같아요,어버이날에 선물로 드렸는데 좋아하셨어요 잘 산 것 같아요
1532,1532,5,21.05.14.,사용잘하고있어요 집안일할때 유튜브들으면서일하니 좋네요,사용잘하고있어요 집안일할때 유튜브들으면서일하니 좋네요
1533,1533,5,20.12.29.,음질도 좋고 이어캡 끼우니 착용감도 좋네요 잘쓰겠습니다,음질도 좋고 이어캡 끼우니 착용감도 좋네요 잘쓰겠습니다
1534,1534,5,21.05.27.,아빠 어버이날 선물로 드렸어용 근데 터치가 잘 안되어요,아빠 어버이날 선물로 드렸어용 근데 터치가 잘 안되어요
1535,1535,5,21.01.05.,좋아요,무선이어폰 처음써보는데 편하네요 저렴하게 잘 구매했어요
1536,1536,5,21.05.04.,디자인 깔끔하고 색상도 좋아요 그리고 성능도 맘에 들어요,디자인 깔끔하고 색상도 좋아요 그리고 성능도 맘에 들어요
1537,1537,5,21.04.29.,부모님께 선물 드렸는데 넘 좋아하셔요 기능도 짱,부모님께 선물 드렸는데 넘 좋아하셔요 기능도 짱
1538,1538,5,21.05.16.,배송 빠르게되었고 기대한음감 편리성 컬러 모두 좋네요,배송 빠르게되었고 기대한음감 편리성 컬러 모두 좋네요
1539,1539,5,21.05.19.,배송도 빠르고 제품도 좋아요 브론즈 실물이 더 예쁘네요,배송도 빠르고 제품도 좋아요 브론즈 실물이 더 예쁘네요
1540,1540,5,21.05.17.,귀에 쏙에어팟만 사용하다가 첨 써보는데 만족입니다 ,귀에 쏙에어팟만 사용하다가 첨 써보는데 만족입니다 
1541,1541,5,21.05.15.,어버이날 선물로 부모님께 드렸는데 너무 좋아하시네요,어버이날 선물로 부모님께 드렸는데 너무 좋아하시네요
1542,1542,5,21.05.20.,귓 속까지 넣지 않아서 답답함이 없다 무게도 가볍다,귓 속까지 넣지 않아서 답답함이 없다 무게도 가볍다
1543,1543,5,21.05.17.,남자친구가 어버이날이라고 샀는데 개 다 넘 좋아요,남자친구가 어버이날이라고 샀는데 개 다 넘 좋아요
1544,1544,5,21.05.09.,오 귀도편하고 음질도좋고 연결도잘됩니다 잘쓸게요,오 귀도편하고 음질도좋고 연결도잘됩니다 잘쓸게요
1545,1545,5,21.05.28.,남자친구 선물로 구입했어요잘 사용하고 있습니다,남자친구 선물로 구입했어요잘 사용하고 있습니다
1546,1546,4,21.05.10.,통화할때 잡음 없이 잘들리고 귀에도 쏙좋아요,통화할때 잡음 없이 잘들리고 귀에도 쏙좋아요
1547,1547,5,21.05.14.,오픈형이라 귀가 편하고 음질이 의외로 빵빵합니다,오픈형이라 귀가 편하고 음질이 의외로 빵빵합니다
1548,1548,5,21.05.26.,남동생 선물 줬는데 너무 잘 끼고 다녀요 굿이에여,남동생 선물 줬는데 너무 잘 끼고 다녀요 굿이에여
1549,1549,5,21.05.29.,사용하기에는 아직 익숙하지 않지만 좋아 보이네요,사용하기에는 아직 익숙하지 않지만 좋아 보이네요
1550,1550,5,21.05.29.,너무너무 만족스럽네요,너무너무 만족스럽네요
1551,1551,5,21.05.10.,무엇보다 음질이 풍성하고 좋아서 만족스럽습니다,무엇보다 음질이 풍성하고 좋아서 만족스럽습니다
1552,1552,4,21.05.30.,오래끼고 있으면 좀 아프긴 한데 그래도 만족해요,오래끼고 있으면 좀 아프긴 한데 그래도 만족해요
1553,1553,5,21.05.21.,친구한테 선물해줬는데 잘쓰고있어서 만족합니다,친구한테 선물해줬는데 잘쓰고있어서 만족합니다
1554,1554,5,21.05.24.,획실히 기존에쓰던 랑은 비교안되게 좋습니다,획실히 기존에쓰던 랑은 비교안되게 좋습니다
1555,1555,5,21.05.16.,아버지 선물로드렸는데 너무 만족하세요 좋아요,아버지 선물로드렸는데 너무 만족하세요 좋아요
1556,1556,5,21.04.19.,배송빠르고 케이스가 정말 이뻐요강추합니다,배송빠르고 케이스가 정말 이뻐요강추합니다
1557,1557,5,21.05.27.,아버지 생신선물로 드렸는데 너무 좋아하세요,아버지 생신선물로 드렸는데 너무 좋아하세요
1558,1558,5,21.05.12.,배송도 빨랐고 맘에 드는 상품을 만나 좋았어요제품 품질도 좋아서 잘 사용하고 있어요,배송도 빨랐고 맘에 드는 상품을 만나 좋았어요제품 품질도 좋아서 잘 사용하고 있어요
1559,1559,5,21.05.14.,아내에게 선물하려고 주문했는데 좋아하네요,아내에게 선물하려고 주문했는데 좋아하네요
1560,1560,5,21.05.11.,아직 사용전이지만 저렴하게 구입해서 좋아요,아직 사용전이지만 저렴하게 구입해서 좋아요
1561,1561,5,21.05.28.,배송이 빨라서 좋았고 잘 사용하고 있습니다,배송이 빨라서 좋았고 잘 사용하고 있습니다
1562,1562,5,21.05.20.,특가로 저렴하게 잘 구매했어요 추천,특가로 저렴하게 잘 구매했어요 추천합니다
1563,1563,5,21.05.13.,한달간 쓰면서 귀에 압박감도 없어서 너무 좋았고 음악도 잘들려서 너무 좋아요ㅎㅎ,한달간 쓰면서 귀에 압박감도 없어서 너무 좋았고 음악도 잘들려서 너무 좋아요ㅎㅎ
1564,1564,5,21.05.25.,아들에게 사준 후 매일 잘 사용하고 있어요,아들에게 사준 후 매일 잘 사용하고 있어요
1565,1565,5,21.05.31.,운동하면서도 들을 수 있고너무 편리해요,운동하면서도들을 수 있고너무 편리해요
1566,1566,5,21.05.16.,다 마음에 들어요제 값 합니다좋아요,다 마음에 들어요제 값 합니다좋아요
1567,1567,5,21.05.01.,이 최고네요 소리좋고 크기작고 포인트더블적립까지가성비 촣네요 추천합니다,이 최고네요 소리좋고 크기작고 포인트더블적립까지가성비 촣네요 추천합니다
1568,1568,5,21.05.20.,비즈 라이브 가성비 짱 특가로 구매,비즈 라이브 가성비 짱특가로 구매했네요
1569,1569,5,21.05.10.,좋은 상품 합리적인 가격에 잘 받았습니다,좋은 상품 합리적인 가격에 잘 받았습니다
1570,1570,5,21.05.13.,싸구려쓰다가 비싼거 사드렸더니 엄마가 너무 잘쓰고계신대요 확실히 비싼값하는지 잘 안끊긴대요,싸구려쓰다가 비싼거 사드렸더니 엄마가 너무 잘쓰고계신대요 확실히 비싼값하는지 잘 안끊긴대요
1571,1571,4,21.05.10.,배송이 늦긴 했지만크기가 작고 이쁘네요,배송이 늦긴 했지만크기가 작고 이쁘네요
1572,1572,5,21.05.23.,원하던 제품을 빠른 배송으로 받았습니다,원하던 제품을 빠른 배송으로 받았습니다
1573,1573,5,21.04.30.,오픈형이라 답답하지 않고 음질도 좋네요,오픈형이라 답답하지 않고 음질도 좋네요
1574,1574,5,21.05.20.,어머니께서 쓰시는데 너무 만족하시네요,어머니께서 쓰시는데 너무 만족하시네요
1575,1575,5,21.05.15.,음질좋구요 제 귀에 맞아서ㅂ 좋습니다,음질좋구요 제 귀에 맞아서ㅂ 좋습니다
1576,1576,5,21.05.30.,배송도 빠르고 최신제조제품이라 좋네요,배송도 빠르고 최신제조제품이라 좋네요
1577,1577,5,21.05.13.,어버이날 선물로 드렸어요 만족합니다,어버이날 선물로 드렸어요 만족합니다
1578,1578,4,21.05.17.,어버이날 선물로 드렸더니 좋아하심 ㅎ,어버이날 선물로 드렸더니 좋아하심 ㅎ
1579,1579,5,21.05.09.,안정감있고 쓰기 편해요만족합니다,안정감있고 쓰기 편해요만족합니다
1580,1580,5,21.05.28.,동생이 아주 잘쓰고있어요 정말 매일씀,동생이 아주 잘쓰고있어요 정말 매일씀
1581,1581,5,21.05.16.,노이즈캔슬 잘되고 반응속도도 빨라요,노이즈캔슬 잘되고 반응속도도 빨라요
1582,1582,5,21.04.29.,저렴하게 구매했어요 너무 만족합니다,저렴하게 구매했어요 너무 만족합니다
1583,1583,5,21.05.17.,저렴하게 구입해서 잘 사용 중입니다,저렴하게 구입해서 잘 사용 중입니다
1584,1584,5,21.05.17.,예쁘고 품질도 좋아요 배송은 느려요,예쁘고 품질도 좋아요 배송은 느려요
1585,1585,5,21.05.15.,선물로 구매했는데너무 좋아하네요,선물로 구매했는데너무 좋아하네요
1586,1586,5,21.05.31.,잘쓰고있습니다 노이즈캔슬링 좋아요,잘쓰고있습니다 노이즈캔슬링 좋아요
1587,1587,5,21.05.12.,행사하는데 경품으로 아주 좋았어요,행사하는데 경품으로 아주 좋았어요
1588,1588,5,21.05.05.,음질이 좋아요 사용하기가 편해요,음질이 좋아요 사용하기가 편해요
1589,1589,5,21.05.22.,고장없이 튼튼하게 잘 사용중입니다,고장없이 튼튼하게 잘 사용중입니다
1590,1590,5,21.04.30.,정말 만족스러워요 강력추천합니다,정말 만족스러워요 강력추천합니다
1591,1591,5,21.05.11.,그냥저냥 쓸만합니다 만족스럽네요,그냥저냥 쓸만합니다 만족스럽네요
1592,1592,5,21.05.04.,역시 갤럭시에는 버즈죠 가성비 굿,역시 갤럭시에는 버즈죠 가성비 굿
1593,1593,5,21.05.20.,배송빠르고 인식 최고 아주 좋아요,배송빠르고 인식 최고 아주 좋아요
1594,1594,5,21.05.20.,음질좋고 귀에 딱맞고 아주 좋아요,음질좋고 귀에 딱맞고 아주 좋아요
1595,1595,5,21.05.03.,배송도 빠르고 너무 예쁘고 편해요,배송도 빠르고 너무 예쁘고 편해요
1596,1596,5,21.05.24.,주문하고 이틀만에 배송이 됐어요,주문하고 이틀만에 배송이 됐어요
1597,1597,5,21.05.19.,배송도 빠르고 가격도 저렴합니다,배송도 빠르고 가격도 저렴합니다
1598,1598,5,21.05.14.,배송빠르고 가격 저렴한게 좋아요,배송빠르고 가격 저렴한게 좋아요
1599,1599,5,21.05.30.,비교적 최근 제품이라 좋았습니다,비교적 최근 제품이라 좋았습니다
1600,1600,5,21.05.20.,진짜좋아요 아주 잘쓰고있습니다,진짜좋아요 아주 잘쓰고있습니다
1601,1601,5,21.05.15.,음질좋고 배송 빠른 것 같아요 ,음질좋고 배송 빠른 것 같아요 
1602,1602,5,21.05.23.,배송도빠른편이고 상품도조아염,배송도빠른편이고 상품도조아염
1603,1603,4,21.05.31.,조금 잘 빠지는 단점이 있습니다,조금 잘 빠지는 단점이 있습니다
1604,1604,5,21.05.30.,부모님 드렸는데 넘 좋으시대요,부모님 드렸는데 넘 좋으시대요
