,Unnamed: 0,평점,날짜,제목,내용
415,415,5,21.05.26.,배송 빠릅니다,저렴하고 배송도 빠르고 제품도 괜찮은 것 같아요
416,416,5,21.05.27.,이것만 통째 쓰는 중이에요 인생선크림 마스크 쓰니까 파데프리로 이것만 바르기 딱 좋습니다,이것만 통째 쓰는 중이에요 인생선크림 마스크 쓰니까 파데프리로 이것만 바르기 딱 좋습니다
417,417,5,21.05.26.,민감성 피부인데 트러블없이 잘 쓰고있습니다,민감성 피부인데 트러블없이 잘 쓰고있습니다
418,418,5,21.05.30.,항상 사용하는 썬크림이에요 좋아요 또 살게요,항상 사용하는 썬크림이에요 좋아요 또 살게요
419,419,4,21.05.31.,배송도 빠르고 포장도 좋습니다 잘 사용할께요,배송도 빠르고 포장도 좋습니다 잘 사용할께요
420,420,5,21.05.24.,피부보정도 되고 순해요 발림성도 좋습니다,피부보정도 되고 순해요 발림성도 좋습니다
421,421,5,21.05.26.,바르고나서 좀 건조한거같지만 나쁘지않아요,바르고나서 좀 건조한거같지만 나쁘지않아요
422,422,4,21.05.24.,제 피부에는 안맞지만 제품은 좋은거 같아요,제 피부에는 안맞지만 제품은 좋은거 같아요
423,423,5,21.05.29.,늘 쓰던건데 저렴하게 구매할수있어 좋네요,늘 쓰던건데 저렴하게 구매할수있어 좋네요
424,424,4,21.05.30.,작년에 써보고 좋아서 두번째 구입합니다,작년에 써보고 좋아서 두번째 구입합니다
425,425,5,피엠제이.,발림성도 좋고 백탁현상 없어서 좋아요,발림성도 좋고 백탁현상 없어서 좋아요
426,426,5,21.05.28.,배송 빠릅니다,배송 빠르고 제품 괜찮아요 추천합니다
427,427,5,21.05.22.,달바에서 갈아탔는데 너무 좋아요,달바에서 갈아탔는데 너무 좋아요
428,428,5,21.05.29.,통째 쓰는 닥터지 이만한게 없어요,통째 쓰는 닥터지 이만한게 없어요
429,429,5,피엠제이.,너무 예뻐요 좋아요 잘 쓰겠습니다,너무 예뻐요 좋아요 잘 쓰겠습니다
430,430,5,21.05.30.,후기 좋아서 샀어요 생각보다 괜찮음,후기 좋아서 샀어요 생각보다 괜찮음
431,431,5,21.05.29.,항상쓰던거에요 감사해용 잘 쓸게요,항상쓰던거에요 감사해용 잘 쓸게요
432,432,5,피엠제이.,항상 사용하던제품이라 구매했는데가성비도 좋고 만족하며 사용중입니다,항상 사용하던제품이라 구매했는데가성비도 좋고만족하며 사용중입니다
433,433,4,피엠제이.,생각보다 순하고 재구매 의사 있음,생각보다 순하고 재구매 의사 있음
434,434,5,21.05.24.,샘플로 먼저 써봤는데 너무 좋아서 따로 구매했어요 백탁도 적당해서 가벼운 톤업 느낌이고 정말 순한게 느껴지더라구요   앞으론 닥터지 썬크림에만 정착합니다 ,샘플로 먼저 써봤는데 너무 좋아서 따로 구매했어요 백탁도 적당해서 가벼운 톤업 느낌이고 정말 순한게 느껴지더라구요   앞으론 닥터지 썬크림에만 정착합니다 
435,435,5,21.05.25.,배송빠르고 저렴하게 구매했어요,배송빠르고 저렴하게 구매했어요
436,436,5,피엠제이.,맨날쓰던거라 개 또 구매했어요,맨날쓰던거라 개 또 구매했어요
437,437,5,21.05.26.,다른곳보다 저렴한 가격에 구입했어요,닥터지 선크림 저렴하고 좋아요
438,438,5,21.05.29.,리뷰좋아서 사봤어요 잘쓸게요,리뷰좋아서 사봤어요 잘쓸게요
439,439,5,21.05.28.,원래 쓰던 제품이라 구매했어요,원래 쓰던 제품이라 구매했어요
440,440,5,피엠제이.,가격이 반값이라서 만족합니다,가격이 반값이라서 만족합니다
441,441,4,21.05.22.,트러블이 자주나서 아무거나 바를수없는데닥터지 무기자차선은 트러블도 안나고 좋습니다,트러블이 자주나서 아무거나 바를수없는데닥터지 무기자차선은 트러블도 안나고 좋습니다
442,442,5,21.05.22.,끈적임 없고 향도 괜찮습니다,끈적임 없고 향도 괜찮습니다
443,443,5,21.05.24.,써보고 좋아서 또 삽니다ㅋㅋ,써보고 좋아서 또 삽니다ㅋㅋ
444,444,5,21.05.30.,구매 잘 했어요만족합니다,구매 잘 했어요만족합니다
445,445,5,21.05.27.,만족합니다 ㅎㅎ용 조항여,만족합니다 ㅎㅎ용 조항여
446,446,5,21.05.23.,진짜 부드럽게 잘발려요,진짜 부드럽게 잘발려요
447,447,5,21.05.22.,저렴하게 잘 산거같아용,저렴하게 잘 산거같아용
448,448,5,21.05.22.,잘쓸게요 감사합니다앙,잘쓸게요 감사합니다앙
449,449,4,21.05.23.,늘 쓰는 제품 좋습니다,늘 쓰는 제품 좋습니다
450,450,5,피엠제이.,발림성좋고괜찮은듯요,발림성좋고괜찮은듯요
451,451,5,21.05.25.,향이없어서좋고 끈적임도 없어요스트랩끈과 스티커도 귀여워요,향이없어서좋고 끈적임도 없어요스트랩끈과 스티커도 귀여워요
452,452,5,21.05.24.,저렴해서 딱 좋아요,저렴해서 딱 좋아요
453,453,5,21.05.22.,샘플 써보고 좋아서 구매 했어요 라방 끝나고 구매 했는데 좋은 가격에 샘플까지 보내주시구 배송도 빨랐어요 좋아서 계속 재구매 해서 사용할꺼예요,샘플 써보고 좋아서 구매 했어요 라방 끝나고 구매 했는데 좋은 가격에 샘플까지 보내주시구 배송도 빨랐어요 좋아서 계속 재구매 해서 사용할꺼예요
454,454,5,21.05.17.,몇년째 사용중인 제품발림성 좋고끈점임없어서 만족눈 따가움이없어서 더 만족촉촉해서 더 더 만족하며 쓰고 있어요,몇년째 사용중인 제품발림성 좋고끈점임없어서 만족눈 따가움이없어서 더 만족촉촉해서 더 더 만족하며 쓰고 있어요
455,455,5,21.05.11.,여드름피부면서 조금 민감한 피부인데 한 년 정도는 계속 이 제품만 쓰고 있네요 다만 발림성은 좋은데 자극은 가는 느낌이 있었어요 그래도 전반적으로 마음에 드는 제품입니다 ,여드름피부면서 조금 민감한 피부인데 한 년 정도는 계속 이 제품만 쓰고 있네요 다만 발림성은 좋은데 자극은 가는 느낌이 있었어요 그래도 전반적으로 마음에 드는 제품입니다 
456,456,5,21.05.26.,항상 쓰던 건데 리뉴얼 돼서 트러블이 더 안날 것 같아서 리뉴얼된 걸로 재구매했어요,항상 쓰던 건데 리뉴얼 돼서 트러블이 더 안날 것 같아서 리뉴얼된 걸로 재구매했어요
457,457,5,21.05.25.,배송도 빠르고 만족합니다 닥터지 선크림 듣던대로 좋네요 답변도 빨리 달아주셔서 감사해요 선크림이  업그레이드 버전이었으면 더 좋았을거같은데 그래도 만족합니다,배송도 빠르고 만족합니다 닥터지 선크림 듣던대로 좋네요 답변도 빨리 달아주셔서 감사해요 선크림이  업그레이드 버전이었으면 더 좋았을거같은데 그래도 만족합니다
458,458,5,21.05.24.,닥터지 제품은 순해서 좋아요 백탁 현상이 있긴하지만 크게 신경 쓸 정도는 아니고 가격대비 만족도가 크기 때문에 썬크림 계속 바꾸다가 닥터지로 정착하려합니다 같이 주신 샘플도,닥터지 제품은 순해서 좋아요 백탁 현상이 있긴하지만 크게 신경 쓸 정도는 아니고 가격대비 만족도가 크기 때문에 썬크림 계속 바꾸다가 닥터지로 정착하려합니다 같이 주신 샘플도 감사합니다 
459,459,5,21.05.23.,선크림 바르면 좁쌀 여드름이나 트러블 올라와서 아무거나 잘 못 썼는데 이건 거의 그런게 없어요 앞으로 정착하고 쓸거 같아요,선크림 바르면 좁쌀 여드름이나 트러블 올라와서 아무거나 잘 못 썼는데 이건 거의 그런게 없어요 앞으로 정착하고 쓸거 같아요
460,460,5,21.05.22.,선크림 잘 안바르는데 닥터지꺼 쓰고부턴 이것만 써요 ㅎㅎ 할인하길래 주문했는데 귀여운 폰 스트랩도 주시네요 ㅎㅎ 잘쓸게요,선크림 잘 안바르는데 닥터지꺼 쓰고부턴 이것만 써요 ㅎㅎ 할인하길래 주문했는데 귀여운 폰 스트랩도 주시네요 ㅎㅎ 잘쓸게요
461,461,5,21.04.21.,부드럽고 촉촉해요 약간 물긴하나 로션처럼 듬뿍 바를수있어 좋고 무엇보다 순해서 제피부에 잘맞아요가성비 최고예요,부드럽고 촉촉해요 약간 물긴하나 로션처럼 듬뿍 바를수있어 좋고 무엇보다 순해서 제피부에 잘맞아요가성비 최고예요
462,462,5,21.05.25.,좋아요 ㅎㅎㅎ발림성 좋구 적당히 하얘져요,좋아요 ㅎㅎㅎ발림성 좋구 적당히 하얘져요
463,463,5,21.05.07.,원래 쓰던 썬크림은 오후만 되면 피부가 너무 건조해 져서 마일드로 사봤어요 확실히 건조함이 덜 하네요 유통기한도 넉넉해요 ,원래 쓰던 썬크림은 오후만 되면 피부가 너무 건조해 져서 마일드로 사봤어요 확실히 건조함이 덜 하네요 유통기한도 넉넉해요 
464,464,5,21.05.22.,아직 써 보진 않았는데좋다고 추천해 줘서 구매하게 됐네요유통기한도 넉넉한 제품이 왔고입구도 씰로 봉인 되어 있어서 좋았네요,아직 써 보진 않았는데좋다고 추천해 줘서 구매하게 됐네요유통기한도 넉넉한 제품이 왔고입구도 씰로 봉인 되어 있어서 좋았네요
465,465,5,21.05.15.,엄마부탁으로 주문해드렸어요건성이신데 촉촉하니 잘맞는다하시네요ㅎ배송도빠르고저렴해서만족입니다,엄마부탁으로 주문해드렸어요건성이신데 촉촉하니 잘맞는다하시네요ㅎ배송도빠르고저렴해서만족입니다
466,466,5,21.05.03.,항상 쓰는 제품입니다 이번에 제형이 약간 더 뻑뻑해진것같은 느낌이 들어요 그래서 살짝 덜 촉촉한 느낌 그래도 트러블 안나고 백탁 덜해서 그냥 써요,항상 쓰는 제품입니다 이번에 제형이 약간 더 뻑뻑해진것같은 느낌이 들어요 그래서 살짝 덜 촉촉한 느낌 그래도 트러블 안나고 백탁 덜해서 그냥 써요
467,467,4,21.05.13.,여름용 선크림으로 구입했습니다평이 좋아서 구매했는데 아직까지는 트러블없이 잘 사용하고 있어요,여름용 선크림으로 구입했습니다평이 좋아서 구매했는데 아직까지는 트러블없이 잘 사용하고 있어요
468,468,5,21.05.25.,계속 쓰던 건데 다 떨어져가서 새로 구매했어요 백탁 거의 없어서 오히려 아쉽지만 촉촉하고 좋습니다,계속 쓰던 건데 다 떨어져가서 새로 구매했어요 백탁 거의 없어서 오히려 아쉽지만 촉촉하고 좋습니다
469,469,3,21.05.16.,무기자차치곤 백탁이 적고 발림이 괜찮은것같아요 성분도 좋다고 하길래 계속 써볼 예정이랍니다,무기자차치곤 백탁이 적고 발림이 괜찮은것같아요 성분도 좋다고 하길래 계속 써볼 예정이랍니다
470,470,4,21.05.23.,저렴하게 구매해서 좋고 배송도 엄청 빠르네요,저렴하게 구매해서 좋고 배송도 엄청 빠르네요
471,471,5,21.05.24.,평소 쓰던 거라서 아빠 선물드리려고 주문했어요 눈 근처 발라도 따갑지 않고 순하고 좋아요,평소 쓰던 거라서 아빠 선물드리려고 주문했어요 눈 근처 발라도 따갑지 않고 순하고 좋아요
472,472,5,21.05.13.,항상 이것만 써용ㅋㅋ부드럽고 촉촉하게 발리고 무엇보다 순해서 정말 좋아요백탁이 좀 있어서 베이스는 이것만 하고 끝냅니당 굿이여,항상 이것만 써용ㅋㅋ부드럽고 촉촉하게 발리고 무엇보다 순해서 정말 좋아요백탁이 좀 있어서 베이스는 이것만 하고 끝냅니당 굿이여
473,473,5,21.05.14.,스태아릭애씨드가 없어서 발라도 여드름이 안 나요 백탁도 자연스러운 백탁이라 남자도 바르기 좋은 썬크림입니다,스태아릭애씨드가 없어서 발라도 여드름이 안 나요 백탁도 자연스러운 백탁이라 남자도 바르기 좋은 썬크림입니다
474,474,5,피엠제이.,성분이 좋다고 해서 잘 쓰고 있어요 개로 쟁여 놓으니 이번 여름에도 알차게 쓰겠네요,성분이 좋다고 해서 잘 쓰고 있어요 개로 쟁여 놓으니 이번 여름에도 알차게 쓰겠네요
475,475,5,피엠제이.,닥터지 그린마일드업 선크림 처음구매해서 사용해보았는데생각보다 괜찮아서 놀랐어요 재구매 의사 있습니다,닥터지 그린마일드업 선크림 처음구매해서 사용해보았는데생각보다 괜찮아서 놀랐어요 재구매 의사 있습니다
476,476,5,21.05.28.,선크림은 계속 이것만 쓰고 있어요 허여멀건 백탁 많지 않고 딱 알맞는 촉촉함까지,선크림은 계속 이것만 쓰고 있어요 허여멀건 백탁 많지 않고 딱 알맞는 촉촉함까지
477,477,5,21.04.27.,배송도 가격도 아주 만족스러워요 샘플 챙겨주신 것도 넘 귀엽네요 잘 쓰겠습니다,배송도 가격도 아주 만족스러워요 샘플 챙겨주신 것도 넘 귀엽네요 잘 쓰겠습니다
478,478,4,21.05.15.,무기자차 제품이라 정량 발랐을 때 백탁은 좀 있지만 뻑뻑하지 않고 부드럽게 잘 발리고 건조하지 않아서 좋아요,무기자차 제품이라 정량 발랐을 때 백탁은 좀 있지만 뻑뻑하지 않고 부드럽게 잘 발리고 건조하지 않아서 좋아요
479,479,5,21.05.02.,좋네요 요즘 닥터지꺼 여러가지 구매해보고 있는데 만족해요 사은품도 잘 쓸게요,좋네요 요즘 닥터지꺼 여러가지 구매해보고 있는데 만족해요 사은품도 잘 쓸게요
480,480,5,피엠제이.,자외선 차단이 잘된다고 해서 구입했어요아직 많이 사용은안했지만 느낌 좋아용,자외선 차단이 잘된다고 해서 구입했어요아직 많이 사용은안했지만 느낌 좋아용
481,481,3,21.05.17.,더 써봐야알겠지만 살짝 실망했어요 ㅠ백탁도 조금 있고 샘플 감사합니당,더 써봐야알겠지만 살짝 실망했어요 ㅠ백탁도 조금 있고 샘플 감사합니당
482,482,5,21.05.10.,항상 쓰는건데 저렴히 샀어요 조아요 두통 샀어요뮼ㅋ,항상 쓰는건데 저렴히 샀어요 조아요 두통 샀어요뮼ㅋ
483,483,5,피엠제이.,그 전에 짜리 쓰고 있었는데 추가구매했어요 인지 모르고 샀는데 가성비있고 배송도 빨랐습니다,그 전에 짜리 쓰고 있었는데 추가구매했어요 인지 모르고 샀는데 가성비있고 배송도 빨랐습니다
484,484,5,21.05.23.,역시 믿고 쓰는  선크림 입니다 다른 상품 쓰다가 다시 돌아왔네요,역시 믿고 쓰는  선크림 입니다 다른 상품 쓰다가 다시 돌아왔네요
485,485,4,21.05.25.,뜯지않고 안에 내용물 확인해봤는데 원래 이렇게 안꽉차있는걸까요,뜯지않고 안에 내용물 확인해봤는데 원래 이렇게 안꽉차있는걸까요
486,486,5,21.05.20.,배송 빨리 오고 포장도 깔끔하네요 끈적임이 없고 촉촉해서 좋습니다,배송 빨리 오고 포장도 깔끔하네요 끈적임이 없고 촉촉해서 좋습니다
487,487,5,21.05.11.,닥터지만 사용한지 년째 이거 대체품은 없어요너무 좋아요,닥터지만 사용한지 년째 이거 대체품은 없어요너무 좋아요
488,488,3,21.05.23.,약간 좀 유분기가 없어그런지 좀 건조한 느낌이 있네요ㅋㅋ,약간 좀 유분기가 없어그런지 좀 건조한 느낌이 있네요ㅋㅋ
489,489,5,21.05.04.,발림성도 좋고 백탁고 적어서 언제나 애용하는 제품이에요,발림성도 좋고 백탁고 적어서 언제나 애용하는 제품이에요
490,490,5,21.05.22.,제품좋습니다여름에 야외활동할때 쓰려고 샀는데잘샀네요,제품좋습니다여름에 야외활동할때 쓰려고 샀는데잘샀네요
491,491,4,21.05.11.,트러블없이 순해요유분기도 없어서 지성인 저한텐 좋네요,트러블없이 순해요유분기도 없어서 지성인 저한텐 좋네요
492,492,4,21.05.13.,무기자차라 뻑뻑하게 발리는데 눈시림이 적어서 좋앗어용,무기자차라 뻑뻑하게 발리는데 눈시림이 적어서 좋앗어용
493,493,5,피엠제이.,항상 애용하는제품입니다 애들과 같이쓸수잇네요 개라,항상 애용하는제품입니다 애들과 같이쓸수잇네요 개라
494,494,5,21.05.22.,무자차 썬크림 입소문으로 추천 받아구매 했는데 좋네요,무자차 썬크림 입소문으로 추천 받아구매 했는데 좋네요
495,495,5,21.05.21.,항상 잘 쓰고 있습니다 예민한 피부에 시용하기 좋아요,항상 잘 쓰고 있습니다 예민한 피부에 시용하기 좋아요
496,496,5,21.05.29.,바르고 나면 번들거리기보다는 약간 매트한 질감이에요,바르고 나면 번들거리기보다는 약간 매트한 질감이에요
497,497,5,21.05.31.,다른 거 쓰다가 다시 이 제품으로 돌아오게됐네요 ㅎㅎ,다른 거 쓰다가 다시 이 제품으로 돌아오게됐네요 ㅎㅎ
498,498,5,21.05.19.,무겁거나 끈적이지 않아서 데일리로 사용하기 좋아요,무겁거나 끈적이지 않아서 데일리로 사용하기 좋아요
499,499,4,17.07.18.,부드러운 발림 성분이 좋다는 선크림을 찾아서 주문하게 되었는데 무기자차인데도 답답하지 않고 부드럽게 발려서 놀랐어요톤업기능이 있다고 했지만 거의 티나지 않고 조금 있으면 다 스며,부드러운 발림 성분이 좋다는 선크림을 찾아서 주문하게 되었는데 무기자차인데도 답답하지 않고 부드럽게 발려서 놀랐어요톤업기능이 있다고 했지만 거의 티나지 않고 조금 있으면 다 스며들어서 남자들이 쓰기에도 무리가 없을 것 같습니다
500,500,5,21.05.07.,매일 쓰는 필수템너무 좋아요 벌써 많이 썼네욯ㅎ,매일 쓰는 필수템너무 좋아요 벌써 많이 썼네욯ㅎ
501,501,4,21.05.21.,아직 안써봤지만 폼클렌징 쓰고있어서 믿고 씁니다,아직 안써봤지만 폼클렌징 쓰고있어서 믿고 씁니다
502,502,5,21.05.10.,선크림 중에서 닥터지가 가장 잘 맞는것 같아요  지성인데 많이 번들거리지도 않고 산뜻하게 발려서 여름철 필수템입니다 빠른 배송 보내주셔서 감사합니다 ,선크림 중에서 닥터지가 가장 잘 맞는것 같아요  지성인데 많이 번들거리지도 않고 산뜻하게 발려서 여름철 필수템입니다 빠른 배송 보내주셔서 감사합니다 
503,503,4,피엠제이.,조금 늦게 오긴 했지만 괜찮고 유통기한도 넉넉험,조금 늦게 오긴 했지만 괜찮고 유통기한도 넉넉험
504,504,5,21.05.23.,선크림 고민없이선택했고 번들거리지않고 좋아요,선크림 고민없이선택했고 번들거리지않고 좋아요
505,505,5,21.05.19.,저렴히 구입하고 좋다는 소문들어서 기대됩니다,저렴히 구입하고 좋다는 소문들어서 기대됩니다
506,506,5,21.05.18.,이번이 번째 쓰는거라 만족하며 사용중이예요,이번이 번째 쓰는거라 만족하며 사용중이예요
507,507,5,21.05.05.,숭하고 엄청조아요 성분도 좋구요 실리콘 노노,숭하고 엄청조아요 성분도 좋구요 실리콘 노노
508,508,4,21.05.12.,백탁은 조금 있는편이지만 잘펴주면 괜찮아요,백탁은 조금 있는편이지만 잘펴주면 괜찮아요
509,509,5,21.05.23.,닥터지 썬크림 백탁도 없고 발임상도 좋아요,닥터지 썬크림 백탁도 없고 발임상도 좋아요
510,510,5,21.05.21.,부드럽게 잘발리고 찐득하지 않아서 좋아요,부드럽게 잘발리고 찐득하지 않아서 좋아요
511,511,5,21.05.06.,항상쓰는 제품이고 발림이 좋아만족합니다,항상쓰는 제품이고 발림이 좋아만족합니다
512,512,5,21.05.22.,지성피부 번들거림없이 바르기 적당합니다,지성피부 번들거림없이 바르기 적당합니다
513,513,5,21.05.18.,항상 쓰던건데 빠르게 배송되어 좋앗습니다,항상 쓰던건데 빠르게 배송되어 좋앗습니다
514,514,4,21.05.23.,계속 쓰는 제품 이벤트 하길래 구매했어요,계속 쓰는 제품 이벤트 하길래 구매했어요
515,515,4,21.05.30.,성분좋다고해서 샀어요 배송빠르고좋아요,성분좋다고해서 샀어요 배송빠르고좋아요
516,516,5,피엠제이.,배송빠르고 제품도 좋고 가격도 괜찮네요,배송빠르고 제품도 좋고 가격도 괜찮네요
517,517,5,21.05.12.,배송도빠르고 저렴하게 잘삿어요유분기도 많지않고 답답하지않아서 좋아요,배송도빠르고 저렴하게 잘삿어요유분기도 많지않고 답답하지않아서 좋아요
518,518,5,21.05.17.,늘 쓰던제품인데 저렴하게 구매했어요,늘 쓰던제품인데 저렴하게 구매했어요
519,519,5,21.05.15.,항상쓰던거에요 배송빨라서 좋어요,항상쓰던거에요 배송빨라서 좋어요
520,520,5,21.05.31.,테스트해봤는대 안끈적해서 좋았어요,테스트해봤는대 안끈적해서 좋았어요
521,521,5,21.05.26.,괜찮은갓 같아요,유해성분이 없다고 해서 구매했습니다
522,522,5,21.05.28.,제가 쓰는건에 찐득함이 없어서좋아요,제가 쓰는건에 찐득함이 없어서좋아요
523,523,5,21.01.19.,항상 쓰던 제품이라 저렴한 곳에서 구매 했습니다유통기한도 길고 만족합니다,항상 쓰던 제품이라 저렴한 곳에서 구매 했습니다유통기한도 길고 만족합니다
524,524,5,21.05.28.,엄청 가벼워요 ㅋ 편하고 좋네요 ㅋㅋ,엄청 가벼워요 ㅋ 편하고 좋네요 ㅋㅋ
525,525,5,21.05.21.,항상 잘 사용하고 있습니다 완젼최고,항상 잘 사용하고 있습니다 완젼최고
526,526,5,21.05.17.,항상 쓰던거예요 촉촉하고 좋아요,항상 쓰던거예요 촉촉하고 좋아요
527,527,5,21.05.22.,잘받았습니다다음에 재구매할게요,잘받았습니다다음에 재구매할게요
528,528,5,21.05.11.,싸게잘샀어용 자주이용하겠습니당,싸게잘샀어용 자주이용하겠습니당
529,529,5,21.05.12.,유통기한도 길고 싸게사서 좋아요,유통기한도 길고 싸게사서 좋아요
530,530,5,21.05.17.,저렴한 가격에 사서 너무 좋아요,저렴한 가격에 사서 너무 좋아요
531,531,5,21.05.11.,피부가 편안해져요 마음에 듭니다,피부가 편안해져요 마음에 듭니다
532,532,5,피엠제이.,재구매에요 배송도 빠르고 좋아요,재구매에요 배송도 빠르고 좋아요
533,533,5,21.05.14.,다른거쓰다가 샀는데 만족합니다,다른거쓰다가 샀는데 만족합니다
534,534,5,피엠제이.,배송도 빠르고 썬크림도 좋아요,배송도 빠르고 썬크림도 좋아요
535,535,5,피엠제이.,항상 써오던 제품이라서 좋아요,항상 써오던 제품이라서 좋아요
536,536,5,21.05.23.,데일리 선크림 진짜 부드러워요,데일리 선크림 진짜 부드러워요
537,537,5,21.05.12.,진짜 역시 믿고쓰는 닥터지 굿굿,진짜 역시 믿고쓰는 닥터지 굿굿
538,538,5,21.05.24.,항상 바르던 선크림 좋아요 ㅎㅎ,항상 바르던 선크림 좋아요 ㅎㅎ
539,539,4,피엠제이.,배송은 일 걸리네요만족합니다,배송은 일 걸리네요만족합니다
540,540,5,21.05.28.,배송이 빠르고 포장도 꼼꼼해요,배송이 빠르고 포장도 꼼꼼해요
541,541,5,21.05.10.,항상 쓰던 제품 만족하며 사용,항상 쓰던 제품 만족하며 사용
542,542,5,21.05.30.,편안하고 부드러움 정말마일드,편안하고 부드러움 정말마일드
543,543,4,피엠제이.,백탁적고 발림성 좋아서 편함,백탁적고 발림성 좋아서 편함
544,544,5,피엠제이.,쓰던 제품이라 마음에 들어요,쓰던 제품이라 마음에 들어요
545,545,5,21.05.25.,아이들을 위해 구매했습니다,아이들을 위해 구매했습니다
546,546,5,21.05.29.,썬크림은 이것만 써요좋아요,썬크림은 이것만 써요좋아요
547,547,5,21.05.24.,쓰던 제품이에요 싸게 샀어요,쓰던 제품이에요 싸게 샀어요
548,548,3,21.05.30.,약간 기름져요 근데 괜찮아요,약간 기름져요 근데 괜찮아요
549,549,5,21.05.15.,믿고 잘 써볼게요  건강여름,믿고 잘 써볼게요  건강여름
550,550,5,21.05.30.,처음쓰는데 촉촉해서 좋아요,처음쓰는데 촉촉해서 좋아요
551,551,5,21.05.31.,잘 쓰고잇어요 감사합니다,잘 쓰고잇어요 감사합니다
552,552,5,21.05.24.,좋네용 다쓰고 재주문할게요,좋네용 다쓰고 재주문할게요
553,553,5,피엠제이.,쓰던거 재구매합니다 좋아요,쓰던거 재구매합니다 좋아요
554,554,5,21.05.24.,끈적거리지도 않고 좋아요,끈적거리지도 않고 좋아요
555,555,5,21.05.26.,좋아요,순하고 번들거리지 않아요
556,556,5,21.05.30.,항상 닥터지 선크림씁니당,항상 닥터지 선크림씁니당
557,557,5,21.05.25.,맨날 쓰는제품 너무좋어요,맨날 쓰는제품 너무좋어요
558,558,5,21.05.26.,번들거림이 없어서 좋네여,번들거림이 없어서 좋네여
559,559,5,21.05.13.,자극없이 괜찮은거같네요,자극없이 괜찮은거같네요
560,560,5,21.05.23.,이상 없이 잘 받았습니다,이상 없이 잘 받았습니다
561,561,5,피엠제이.,완전 좋아요 항상 씁니다,완전 좋아요 항상 씁니다
562,562,5,피엠제이.,발림도 좋아요 부드랍고,발림도 좋아요 부드랍고
563,563,5,21.05.31.,믿고쓰는 제품입니다 ㅎ,믿고쓰는 제품입니다 ㅎ
564,564,5,피엠제이.,잘쓸게요 많이파세요 ㅎ,잘쓸게요 많이파세요 ㅎ
565,565,5,피엠제이.,순한 선크림이라 좋아요,순한 선크림이라 좋아요
566,566,4,21.05.18.,순해서 바르기 좋습니다,순해서 바르기 좋습니다
567,567,4,21.05.23.,좋은제품 잘받았습니다,좋은제품 잘받았습니다
568,568,5,21.05.24.,소문대로 좋습니당  ,소문대로 좋습니당  
569,569,5,21.05.13.,만족하며 사용중입니다,만족하며 사용중입니다
570,570,5,21.05.14.,다른곳에 가격이 비싸지만 제품은 좋아요백탁현사이 처음엔 있지만 바로 스며들어요배송도 빠르고 좋아요,다른곳에 가격이 비싸지만 제품은 좋아요백탁현사이 처음엔 있지만 바로 스며들어요배송도 빠르고 좋아요
571,571,5,21.05.26.,남녀 모두 좋은 품인듯,남녀 모두 좋은 품인듯
572,572,5,21.05.12.,쉽게 발리고 뽀송해요,쉽게 발리고 뽀송해요
573,573,5,21.05.22.,써보고 후기 남기겠슴,써보고 후기 남기겠슴
574,574,5,21.05.28.,마일드하고 좋습니다,마일드하고 좋습니다
575,575,5,21.05.28.,매일 쓰고 있습니다,매일 쓰고 있습니다
576,576,5,21.05.16.,매번사용합니다 ,매번사용합니다 
577,577,5,피엠제이.,총째 쓰고 있어요,총째 쓰고 있어요
578,578,5,피엠제이.,촉촉하고 적당한 유분기 맘에 듭니다제조기한도 넉넉하고 좋네요,촉촉하고 적당한 유분기 맘에 듭니다제조기한도 넉넉하고 좋네요
579,579,5,21.05.23.,촉촉하고 백탁현상 아예 없진 읺아여 그리구 저하ㄴ테는 막 촉촉하딘 않더라구요,촉촉하고 백탁현상 아예 없진 읺아여 그리구 저하ㄴ테는 막 촉촉하딘 않더라구요
580,580,5,21.05.22.,건조한거 같아요 저는 이거쓰고 트러블 났는데 테스트를 좀 해봐야할 것 같아요,건조한거 같아요 저는 이거쓰고 트러블 났는데 테스트를 좀 해봐야할 것 같아요
581,581,2,21.05.15.,무기자차 선크림이 유기보다 피부에 좋다고 해서 구매했는데 모공을 막아서 좁쌀여드름이 계속 생겨서 사용 중단했어요 아쉽,무기자차 선크림이 유기보다 피부에 좋다고 해서 구매했는데 모공을 막아서 좁쌀여드름이 계속 생겨서 사용 중단했어요 아쉽
582,582,5,21.05.20.,민감성피부인데 잘 쓰고 있습니다 만족합니다,민감성피부인데 잘 쓰고 있습니다 만족합니다
583,583,4,21.05.02.,우선 건성피부인데 발림성이 생각보다 뻑뻑했어요 그래도 밀리거나 하지는 않고 괜찮았습니다 용량 작아서 좋아요,우선 건성피부인데 발림성이 생각보다 뻑뻑했어요 그래도 밀리거나 하지는 않고 괜찮았습니다 용량 작아서 좋아요
584,584,5,21.05.14.,리뉴얼된게 좀 더 발림이 뻑뻑해요 그래도 바르고 난 후에 매트하지 않아서 계속 사용할 예정이에요,리뉴얼된게 좀 더 발림이 뻑뻑해요 그래도 바르고 난 후에 매트하지 않아서 계속 사용할 예정이에요
585,585,5,21.05.05.,아직 써보지는 않았는데 좋다는 후기 보고 샀어요여름이라 이제 선크림 많이 발라야하는데 만족하면서 잘 쓸 수 있을 것 같아요,아직 써보지는 않았는데 좋다는 후기 보고 샀어요여름이라 이제 선크림 많이 발라야하는데 만족하면서 잘 쓸 수 있을 것 같아요
